"PMID","Research Type","Human / Mouse","Condition1","Condition2","Gut Microbiota (ID)","Classification","Alteration","Sequencing Technology","Microbial-Mediated Networks","Details"
"24478468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24525127","Gut microbiota associated with phenotype","Human","Hirschsprung-associated enterocolitis","Hirschsprung disease","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24525127","Gut microbiota associated with phenotype","Human","Hirschsprung-associated enterocolitis","Hirschsprung disease","Enterobacteriaceae (543, gm0282)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24650829","Gut microbiota associated with phenotype","Human","HIV Seropositivity","HIV Seronegativity","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24650829","Interventions change the composition of gut microbiota","Human","Cocaine","Cocaine nonusers","Bacteroidetes (976, gm0090)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Blautia (572511, gm0117)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Enterobacteriaceae (543, gm0282)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Enterococcus (1350, gm0287)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Erysipelotrichaceae (128827, gm0299)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Lachnospiraceae (186803, gm0386)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Oscillospiraceae (216572, gm1201)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Diarrhea","No diarrheal","Streptococcus (1301, gm0624)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Clostridium Infections","No diarrheal","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Clostridium Infections","No diarrheal","Enterococcus (1350, gm0287)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Clostridium Infections","No diarrheal","Erysipelotrichaceae (128827, gm0299)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24803517","Gut microbiota associated with phenotype","Human","Clostridium Infections","No diarrheal","Lachnospiraceae (186803, gm0386)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24819377","Interventions change the composition of gut microbiota","Human","Antibiotics(ampicillin and gentamicin); 7-10 days","Antibiotics(ampicillin and gentamicin); 2 days","Actinobacteria (201174, gm0016)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24819377","Interventions change the composition of gut microbiota","Human","Antibiotics(ampicillin and gentamicin); 7-10 days","Antibiotics(ampicillin and gentamicin); 2 days","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24819377","Interventions change the composition of gut microbiota","Human","Antibiotics(ampicillin and gentamicin); 7-10 days","Antibiotics(ampicillin and gentamicin); 2 days","Firmicutes (1239, gm0332)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24819377","Interventions change the composition of gut microbiota","Human","Antibiotics(ampicillin and gentamicin); 7-10 days","Antibiotics(ampicillin and gentamicin); 2 days","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24888394","Gut microbiota associated with phenotype","Human","Depression","Health","Bacteroidales (171549, gm0073)","order","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24888394","Gut microbiota associated with phenotype","Human","Depression","Health","Lachnospiraceae (186803, gm0386)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24969306","Gut microbiota associated with phenotype","Human","Hyperthyroid","Health","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24969306","Gut microbiota associated with phenotype","Human","Hyperthyroid","Health","Enterococcus (1350, gm0287)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24969306","Gut microbiota associated with phenotype","Human","Hyperthyroid","Health","Lactobacillus (1578, gm0393)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"25052961","Gut microbiota associated with phenotype","Human","Noncardia gastric cancer","Gastritis,Atrophic","Helicobacteraceae (72293, gm0369)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"25052961","Gut microbiota associated with phenotype","Human","Noncardia gastric cancer","Gastritis,Atrophic","Streptococcaceae (1300, gm0623)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25052961","Gut microbiota associated with phenotype","Human","Noncardia gastric cancer","Intestinal metaplasia","Helicobacteraceae (72293, gm0369)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"25052961","Gut microbiota associated with phenotype","Human","Noncardia gastric cancer","Intestinal metaplasia","Streptococcaceae (1300, gm0623)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25063078","Interventions change the composition of gut microbiota","Human","Antibiotic; Patients","Health","Lactobacillus sp. (1591, gm0412)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Prevotella (838, gm0535)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Prevotellaceae (171552, gm0540)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Anaerotruncus (244127, gm0053)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Firmicutes (1239, gm0332)","phylum","present","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Clostridium (1485, gm0187)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Bifidobacterium (1678, gm0105)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Oscillospiraceae (216572, gm1201)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Lachnospiraceae (186803, gm0386)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Faecalibacterium (216851, gm0326)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Streptococcus (1301, gm0624)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Blautia (572511, gm0117)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Coprococcus (33042, gm0223)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Ruminococcus (1263, gm0587)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"25073603","Gut microbiota associated with phenotype","Human","Constipation","Nonconstipated controls","Lactobacillus (1578, gm0393)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
